Hospital,Billing Amount
"Smith, Mitchell and Gardner",28112.843516994268
"Taylor, and Brown Mills",28111.453131620216
Foster-Kim,28109.097788690346
Ltd Hammond,28108.626688074128
"Peterson and Gilmore Oconnell,",28106.78274617856
Paul-Jimenez,28106.621106444592
Mitchell-Crawford,28106.50451044374
"Saunders, and Gutierrez Stafford",28103.57740557845
Roberts-Mills,28102.004746574006
Young-Nelson,28099.062088360184
Williamson-Stone,28097.68885603436
Martin-Thomas,28097.547052297425
"Kennedy Evans and Rojas,",28093.33373351221
Scott-Black,28092.477634571864
Cordova-Vega,28090.909889792205
Burns-Massey,28090.64645538826
"Allen, Miller and Reed",28090.02566161433
"Davis, Morris Richardson and",28087.83931920878
Williams-Gordon,28087.59444050765
"and White Smith, Carroll",28085.737569152632
"Holmes and Howard Castro,",28085.497815289826
"Hill and Decker Becker,",28084.13485651095
Lee-Anderson,28081.82986236497
"and Patterson Cortez, Ryan",28081.69190931488
"Nunez Stanley, and Peterson",28079.82736488296
"and Jones Stevens Tyler,",28079.59080819708
Black-Foster,28079.03280889494
"Morgan Sanders and Moore,",28078.74273444498
"Strickland and Nolan Guerra,",28078.27890681008
Ward-Murphy,28076.44247461225
"Harmon and Martinez, Miller",28073.75465717318
Group Thornton,28070.465272594192
Taylor-Baker,28069.01906733258
Evans-Molina,28067.090422186408
"Rojas Williams and Rodriguez,",28067.0497301579
Mcgee-Hanson,28066.959326740893
Allen-Crawford,28065.60537522261
"Jenkins, Thompson and Nguyen",28063.84773154848
Morrison-Snyder,28063.614618732256
Farmer-Walker,28063.571044748
Howe-Mitchell,28062.07813262707
Mathis-Jones,28061.69089381828
"Chen and Jones Reeves,",28056.23702395366
"and Tucker Klein, Wells",28055.9965193498
Rodriguez-Mckenzie,28052.51741774845
"and Romero, Lozano Myers",28051.71601799604
"Knight and Nguyen, Riggs",28051.499483946325
"Kelley Moore and Adams,",28050.185832228995
"Yang Nelson and Santos,",28049.924480656333
Stanley Ltd,28048.14357102905
"Anderson Holmes, Meadows and",28047.669011108093
"Phillips, and Lawson Torres",28047.367144751097
White-Skinner,28046.872316327008
"Rodriguez Farmer, and Neal",28046.62240836981
Brown-Wilson,28042.888978603616
"Sanders Floyd, and Bryant",28040.72124678079
Glover-Sawyer,28038.052113223763
Long-Golden,28035.937828739847
Group Hawkins,28035.558185711237
Carter Sons and,28029.45686661857
and Crawford Sons,28029.398716234933
Flores-Burton,28026.08106165746
"Schwartz and Hall Bennett,",28024.639730642022
Cervantes and Sons,28019.95574710742
Nielsen-Cohen,28018.423521786248
Armstrong-Carpenter,28015.873977902447
"Davis Henson, and Mack",28011.941805404906
Thompson-Robertson,28006.643198707192
Armstrong-Poole,28006.50076960863
Singh Inc,28005.883949300194
"Jimenez Logan Lee, and",28005.68938009304
Wilson-Yang,28005.64721304276
"Johnson and Carrillo, Thomas",28005.292847985504
"Rodriguez Barnes, and Ballard",28004.10943207485
"and Harris Pearson, Jenkins",28003.096738828503
"Merritt, Morgan and Hughes",28000.85711396569
PLC Stein,28000.759905235092
Henderson-Clark,27999.712800176
"Taylor Frye Curtis, and",27999.432589226777
"and Martin Rodgers, Delgado",27997.6689253074
"and Villa Maddox Hall,",27993.89409721493
"Taylor, Garcia and York",27993.87967478671
"and Mitchell Clayton, White",27992.08321658396
Castillo-Barnes,27990.131983398
West-Sullivan,27989.88825555352
"and Johnson Turner Allen,",27988.773640671767
"Smith Hill, and Dennis",27988.01256837949
Weber-Moss,27987.16963826164
"White Norman and Williams,",27983.629497083894
and Garrett Sons,27981.538247948654
Cox-Sims,27981.07215426928
Barnes-Arroyo,27979.716034007582
"and Scott Gibson Carpenter,",27979.190717452148
"Foster, Berg and Holmes",27978.917748195006
"and Harris, Morgan Wilkinson",27978.22311389258
"Franco Anderson, Davidson and",27976.67049348553
"Lawrence and Roman Cantu,",27975.82454434046
"Smith and Ellis, Richardson",27975.77560260388
"and Mitchell White Mendez,",27975.32664621848
Lee-Gibson,27972.61234524751
"Murphy, Johnson and Dillon",27972.37875247173
"Ruiz, Stafford and Coleman",27968.25941289837
"Russell, and Garcia Potter",27967.014229537177
Holmes-Stein,27966.594493382072
Barr-Warren,27966.56040026853
Roberson-Ibarra,27963.05182083512
Young-Campbell,27962.72620926984
Brady-Campbell,27962.07255300504
"Vaughan Whitaker, Johnson and",27961.90839079308
Wilson-Lopez,27961.405236398736
"and Mcclain Jones, Case",27960.776350070188
Young-Lynch,27960.647334525667
Nielsen-Romero,27960.065327265365
Willis-Clark,27959.01732901621
"Johnson Martin, and Randall",27955.82465335468
"Thompson, and Holland Alexander",27955.1566555675
Sanchez-Li,27954.9556565874
LLC Cummings,27953.08127693442
Deleon Group,27952.384012238104
Wells-Knapp,27948.83936560681
"and Ferguson, Smith Turner",27948.76357072484
Mcgrath PLC,27944.62969295393
"Maxwell, Chandler Mendez and",27944.565360196
"Martin, and Snyder Alexander",27944.559396209148
Foster-Brooks,27943.23172158783
"and Ward Morales, Bishop",27941.88860535532
"Perry and Gibson Ayala,",27940.93255751701
Group Serrano,27939.396055957586
Stanton-Price,27930.1285561908
"Perez Kirk, and Montgomery",27929.28433831136
"and Lane Jones, Hill",27927.094280524336
"Sullivan Page Martin, and",27923.075402417988
"Gardner and Russell, Frazier",27921.228415440663
Turner-Henson,27920.321877557966
"Flores Stewart, Johnston and",27919.47889302241
"Hunter and Mckenzie, Parsons",27918.98237003386
Hooper-Norman,27918.817114406625
Roth Sons and,27917.884886146967
Inc Sawyer,27917.731169519524
Blevins Sons and,27917.730786044536
Inc Davila,27913.86554275426
Blackburn LLC,27912.910092274185
"Larson and Evans Gonzales,",27912.33825615204
"Reyes, Henderson Logan and",27907.26093450766
PLC Schultz,27906.542411926832
"Mendez Jacobs Herrera, and",27906.02425367693
Curtis-Cox,27903.95462843059
"Sims and Ayala, Gray",27902.25194933564
"and Stout, Berg Sampson",27901.996538733776
Sons and Gould,27899.037617522048
Boyd-Cline,27898.975293029187
"and Contreras Lewis, Flores",27898.605005564703
Young-Brown,27897.620712244865
LLC Potter,27897.33224236809
Santiago-Martinez,27896.7123642485
Thompson-Vargas,27895.43921394061
Coffey LLC,27893.05486534695
Roth-Orr,27892.156646470423
Salazar-Richard,27890.25086470947
Houston-Andrade,27888.14028622141
"Santiago, Kerr and Holt",27886.853724464
Morgan-Randall,27885.675616807224
"Morris and Drake Wilson,",27884.10791959397
Combs and Sons,27883.41492979546
Grant-Moore,27882.25813259189
Kim-Ibarra,27878.850837775983
Castro LLC,27878.60830216228
Ltd Ayers,27877.53615190923
"Mendez, Mitchell and Bradley",27875.163032405933
Rodriguez-Warner,27873.61853343492
"Nixon, and Mitchell Herrera",27872.031008488993
"Day Johnson Pineda, and",27870.362426620297
Cooper-Bates,27868.598209760825
"Ellis, and Villa Thomas",27868.186232210108
PLC Mccullough,27868.04586779985
"Owens, Nielsen and Hernandez",27857.50836298544
"and Wilson Miller Wagner,",27856.7620110542
"and Sweeney, Black Richards",27855.28986324062
"Harris, Preston Wagner and",27853.715677621552
"Ali and Vargas Montes,",27852.696827381293
"and Roman Baker, Gonzales",27852.213402675225
"Walker Rodriguez Carter, and",27851.83248546413
Adams-Bass,27850.552749878643
"and Stevens Clark Rodriguez,",27849.858334173
Edwards and Sons,27847.425618802525
Sheppard-Ramirez,27846.01767583086
"Smith and Campbell, Paul",27844.691520868088
LLC Mercado,27844.485045169888
Powell-Hull,27843.311033826696
Khan-Brown,27842.49108539931
"Ramirez, and Alexander Bell",27841.37801029437
Adams-Gomez,27840.78296724128
"Love Hill Williams, and",27840.527091011005
Harrington-Jacobs,27838.636746098266
"Clark, Walsh and Rodriguez",27837.5606171796
"Benjamin, and Miller Briggs",27836.1852578105
May-Schneider,27835.352599724225
"Rodriguez and Anderson Carter,",27834.96227187408
Stephens-Miller,27834.821437270948
Long-White,27833.35450345953
"and Richards, Roach Vaughan",27830.5166758572
"and Marquez, Delacruz Davila",27829.67249887457
"Phillips and Webster Zavala,",27829.526215575563
Brown-Lee,27828.73609440668
White-Duncan,27827.68249975628
"and Taylor, Lin Wells",27826.239301196994
"Stewart, Ferguson Warren and",27821.482804007675
Patterson-Douglas,27816.581120060808
Morales-Reynolds,27816.16857616037
Jensen-Summers,27815.83204426846
Ltd Robbins,27814.568330634986
"Chavez Garner Williams, and",27806.55985687796
"and Shelton, Jones Perry",27805.519811846305
Kirby-Payne,27801.92927980236
"Jensen Bishop Wallace, and",27801.1502070791
"James, Johnson Drake and",27801.096083695465
Rios-Brown,27799.81464642867
"Murphy, West and Dillon",27799.289577247444
"Curtis Roth, Williams and",27798.220023003523
Nguyen-Davenport,27797.199680219
Harris-Cooper,27796.866924972528
"and Frazier Sutton, Campbell",27795.2049941648
"Smith, Shields Mccann and",27792.690903137827
"Kramer Lindsey Thomas, and",27792.17185876029
Chapman-Taylor,27791.812567652345
Matthews-Pacheco,27790.331380529235
Turner-Glover,27790.174355131163
LLC Peck,27789.38019726931
Buck-Benjamin,27788.021302568468
"Stephens and Bryant, Walton",27787.15666252778
"Melendez and Bell Davis,",27786.964526521595
Lambert-Garcia,27784.99847474425
Washington-Sanchez,27783.86720534557
"Johnson Foster, and Houston",27783.095136497708
"and Lamb, Fernandez Gomez",27779.500991305667
Brady-Gallegos,27777.639450124865
Ltd Stokes,27777.15746801937
"Alexander and Castillo, Mason",27773.27091855991
Giles-Wilson,27772.05066901959
Herrera-Chang,27771.70278571757
Carpenter-Davies,27770.886893646737
Crawford-Davis,27770.100252290737
"Ramirez Henderson Daniels, and",27768.06424785041
Haney-Jones,27768.0263437447
Olson-Torres,27766.594723343183
and Stewart Sons,27764.838939209578
and Tate Sons,27764.229220400182
"Adams and Delgado Newman,",27763.57292712363
"Fleming, Thomas and Reed",27759.892316407186
Inc Villegas,27759.19385514092
"Krueger, Mcclure Davis and",27755.88441654316
Wade-Hayes,27755.768230526195
Sons Newman and,27754.60901249469
"Guzman and Brown King,",27753.3698706716
"Oliver Richardson and Davis,",27752.8179596934
Santana Ltd,27750.870144025233
Harris-Jackson,27750.31179948976
"Lewis, Levy and Norton",27749.62726824649
"Wilson Davis, Fisher and",27749.60929183456
"Holder and Gray, Garcia",27748.97986057844
Middleton-Allen,27748.60343804365
"Thompson, and Morgan Sellers",27745.907544778616
"and Brown, Wood Andrews",27743.29040055284
Knox-Fleming,27741.94787034704
Herrera-Vance,27741.4959600932
"Davis and Woodard, Hamilton",27739.281988843555
Ramirez-Douglas,27738.75608275095
Peters-Davis,27738.373587869795
Byrd-Howell,27734.579240003182
"Morales, Newman and Contreras",27734.023055655063
"and Richards, Smith Brown",27733.79400737308
"Johnson and Trevino Reyes,",27729.20704061885
Poole-Brewer,27727.26990627686
Larson Group,27727.136053788967
Ayala-Nixon,27725.94186033584
Gonzalez-Weber,27725.328568954457
Baird-Young,27725.052985326067
"and Franklin Smith Hayes,",27724.21925893392
"and Hardy Morris, Reid",27723.934425543663
"Johnson, and Mendoza Evans",27723.39412034193
Pearson-Townsend,27722.315221888563
Turner-Petersen,27717.639383969992
"Rodriguez Travis, and Wright",27717.37740244552
"and Maxwell Vega, Ferguson",27717.29158804813
"Brown Calderon and Li,",27716.72587842808
"Johnson Martinez and Greene,",27715.82530342187
Lynn PLC,27714.519308028142
Oconnell-Lamb,27714.479689279706
"and Turner Martinez, Conrad",27714.1121410638
"Ramirez and Turner, Arnold",27713.651717650635
"Martin and Brown, Hubbard",27713.551997301907
"and Andersen Edwards, Martinez",27711.40299570706
Conway-Nelson,27709.144224925687
"Ramos and Brown, Hill",27706.217049689887
Bell-Buck,27706.14554828524
"Barker and Walker, Pena",27704.67304418095
Hester-Morgan,27703.95965832059
"Mcdonald Taylor, and Bates",27703.011976805563
Lopez-Saunders,27702.952732016325
Potter Group,27701.065711438347
Joseph-Williams,27699.10324768412
Simpson-Ward,27695.58480065106
Acosta-Thomas,27692.249691501394
"Rodriguez Saunders and Perez,",27688.457305932785
Taylor-Brown,27686.270241429305
"Ryan and Woods Hicks,",27685.50157745984
"Nunez Taylor Nguyen, and",27683.982823968287
Ross-Sullivan,27680.22573576284
Rodriguez-Carlson,27680.06626957816
"Byrd, White Garcia and",27679.353561419604
Reed-Myers,27676.13103223013
Sons Mckenzie and,27675.96774161974
Sanchez-Cox,27675.54107465637
"Maxwell and Ortiz, Green",27671.37022951526
"Aguilar Mullins and Schmidt,",27670.95200163641
Nguyen-Reese,27670.690294774136
Davies-Murphy,27669.61326227492
"and Parker Jackson Gilbert,",27668.38277060664
Valentine-Hunt,27668.103610431423
"Mcdonald, Maldonado and Guerra",27667.172828220184
Powell-Shaw,27664.708166937144
"Walker and Davis, Beck",27664.61621652283
Robinson Sons and,27661.438227339982
Hall-Jimenez,27661.21367701828
Roberts-Rogers,27656.603767673376
Lee-Ford,27655.86327588032
"Johnson Clarke, and Quinn",27653.64551447436
Reilly-Scott,27653.509924761394
"and Wood Walters, Reid",27652.65821168153
"Harris, Neal and Aguilar",27650.76414685712
Thomas-Harmon,27650.33614704009
"Gray Hodges and Rodriguez,",27649.85590215868
"Love, Dougherty Butler and",27647.05754494653
Franco-Villarreal,27645.67643067234
"Olson, and Walker Gaines",27645.25864568702
Fischer-Garner,27644.208238955573
Phelps and Sons,27643.013270628908
"Long Smith Rodriguez, and",27637.996846752834
PLC Spence,27637.376782862873
"Davis and Jackson, Spence",27633.31579538108
Anderson-Wright,27633.155686171092
"Stein Valenzuela, and Wright",27631.51888365083
West-Lopez,27629.685373478995
Bell-Smith,27627.72868679313
Owens-Moss,27626.75182889181
Patel-Warner,27626.35387183788
Owens-Stafford,27626.105642449696
Taylor-Beck,27625.869576283403
"Miles, Perkins and White",27625.34347263664
Cole-Freeman,27624.621585887216
George Group,27624.164476821195
Luna-Pierce,27623.49243594344
"and Wilson, Cox Wade",27622.102250760043
Ltd Briggs,27620.423495027724
Horton-Clay,27619.855057170626
"and Miller, Gonzales Rodriguez",27619.59715657373
"Ferguson, Bell and Bruce",27618.99314346835
White-Miranda,27613.73047587034
Arias Inc,27611.36185166116
"Johnson Mccullough, Gibson and",27609.79291231447
"Torres Barton and Bowen,",27608.196283642155
"Ford Clark and Romero,",27604.7755382544
"and Adams, Booker Buckley",27604.74469271712
Adams-Clark,27604.697577180872
"Morris, Hughes Hicks and",27603.4377633732
"Neal, Sanders and Sherman",27603.247131929893
PLC Clarke,27601.54940154402
"Macias and Perez Thompson,",27601.032417399376
"and Mason Hampton Kidd,",27599.9698526039
"and Wagner Davis Williams,",27599.53132241673
Hayes-Carson,27597.72372348077
Inc Newton,27596.65869483571
Robertson-Olsen,27594.80261393902
Haynes-Parker,27593.933393065246
"Simon Harris, and Garcia",27593.3623315078
"Scott and Davis, Gibbs",27592.88581297872
"and Martinez Stevenson, Montoya",27592.47262858238
"Garcia, Kim and Fisher",27591.915650928426
Michael-Hernandez,27590.34927229054
Gordon-Campbell,27589.875471117743
"Wong, and Trujillo Griffin",27586.65001327653
LLC Hale,27586.079641071337
"Evans Mcguire, and Roman",27586.060953186017
Bryant-Ward,27585.46063809179
"and Acosta, George Silva",27583.87272997325
"Taylor Bates and Gross,",27581.249910305814
"White Romero Smith, and",27580.86254367163
Shea-Bryant,27580.03009707005
Sons Dunlap and,27575.517243898965
Reynolds-Mcdonald,27574.92898760456
Wright-Haley,27574.49784843093
"Garrett, and Bullock Morales",27573.169193124908
"Brennan Scott, and Gonzalez",27572.78681502402
PLC Reid,27571.977359487886
Franklin-Abbott,27570.429058882
"Pineda Garrison and Howell,",27569.80107751228
"and Peterson Clark, Huynh",27569.734803411604
"Randall and Campbell, Hahn",27568.89702014015
"Keith and Price Adkins,",27568.80798607657
Tapia Ltd,27566.55455261184
"Scott Hernandez and Smith,",27566.49223440817
Henson-Harmon,27565.26065728902
Heath and Sons,27564.10194560946
"Parker, Cox and Holt",27563.813895720617
"and Gordon Brooks Miller,",27562.56444283772
Webb-Marquez,27562.246892032108
"and Allen, Davis Phillips",27561.296622646885
"and Crawford, Campbell Welch",27559.151696860667
"Wilson, Alexander Wolf and",27554.923707732403
"Wagner, and Mccullough Martin",27554.05030384303
"Craig Klein Harrison, and",27552.088921867668
"and Mueller Thompson, Abbott",27551.63429286546
Taylor-White,27551.100003558982
Medina-Johnson,27545.30611019642
Barnett-Matthews,27545.17775073668
"Dunlap, Hughes Perez and",27544.088343112955
"and Guzman, Mann Gray",27543.79507109898
"Washington and Phelps Morris,",27543.737237395708
"Stevens Smith and Michael,",27542.94362923109
"Benjamin Davidson, and Mckenzie",27541.32890900055
"and Munoz Woods, Gordon",27540.22078938348
"Williams Turner, and Rodriguez",27538.124784987504
Wong-King,27537.606913529267
"Garcia Snyder, and White",27537.22665622847
Conway LLC,27536.396312989706
"Wolf and Lopez, Lam",27534.67474696949
"and Rodriguez, Lee Hahn",27534.45913011254
Sons Mckay and,27534.25156010879
Gomez-Bradshaw,27533.943644125186
"Johnson and Mitchell, Duncan",27533.52486145645
Long-West,27531.85888824383
"Huerta Jones, and Reyes",27526.56109936601
Young-Thornton,27525.801228216373
Clay-Smith,27524.92760278261
Marks-Knight,27524.462925834097
Armstrong-Hines,27521.270498766626
"Clark, and Scott Benjamin",27520.953255014392
Nolan-Barton,27520.86535970616
"and Hale, Long Khan",27519.861241845665
Gibson-Russell,27518.052981580768
PLC Winters,27516.529589036058
"Jones and Cox, Berry",27515.3400552382
"Mays, Williams Thompson and",27514.919556978868
"Ford King Henry, and",27514.848891096215
Jackson-Brown,27514.543808828977
Avery and Sons,27512.913169434043
"Peterson Martin and Ruiz,",27512.81367516296
"Knox Foster, Jones and",27511.61497546745
"Lloyd, Parker and Barrett",27509.155885612916
